id;title;year;genre;duration;country;director
tt1506999;Haywire;2011;Action, Drama, Thriller;93;Ireland, USA;Steven Soderbergh
tt1507005;Naan Mahaan Alla;2010;Action, Crime, Drama;132;India;Suseenthiran
tt1507255;Baana Kaathadi;2010;Romance;146;India;Badri Venkatesh
tt1507261;Cargo;2011;Drama;85;USA;Yan Vizinberg
tt1507265;Cin(T)a;2009;Drama, Romance;79;Indonesia;Sammaria Simanjuntak
tt1507309;Ketika cinta bertasbih 2;2009;Drama;120;Indonesia;Chaerul Umam
tt1507351;Spilt Milk;2010;Comedy;82;USA;Blake Calhoun
tt1507563;Dark Tide;2012;Action, Adventure, Drama;94;USA, UK, South Africa, Germany, France;John Stockwell
tt1507564;The Greening of Whitney Brown;2011;Adventure, Family;83;USA;Peter Skillman Odiorne
tt1507566;Fake;2011;Crime, Mystery, Thriller;107;USA;Gregory W. Friedle
tt1507571;The Tribes of Palos Verdes;2017;Drama;104;USA;Brendan Malloy, Emmett Malloy
tt1507951;In the Dead of Night;2009;Crime, Drama, Horror;70;USA;Joey Evans
tt1508290;KyatapirÃ¢;2010;Drama, War;85;Japan;KÃ´ji Wakamatsu
tt1508291;In My Life;2009;Comedy, Drama;120;Philippines;Olivia M. Lamasan
tt1508332;Sami Sakhli;2009;Drama;96;Georgia;Zaza Urushadze
tt1508349;The Occultist;2009;Horror;75;USA;Novin Shakiba
tt1508661;Dead Hooker in a Trunk;2009;Horror;92;Canada;Jen Soska, Sylvia Soska
tt1508675;Le Havre;2011;Comedy, Drama;93;Finland, France, Germany;Aki KaurismÃ¤ki
tt1508698;Unrated: The Movie;2009;Horror, Musical;81;Germany;Timo Rose, Andreas Schnaas
tt1508950;Baabarr;2009;Action, Crime, Drama;180;India;Ashu Trikha
tt1508955;El cuarto de Leo;2009;Drama, Romance;95;Uruguay, Argentina;Enrique Buchichio
tt1509109;Basement;2010;Horror, Thriller;74;UK;Asham Kamboj
tt1509125;Virus X;2010;Horror, Sci-Fi;85;USA;Ryan Stevens Harris
tt1509130;Janie Jones;2010;Biography, Drama, Music;114;USA;David M. Rosenthal
tt1509132;Keshtzar haye sepid;2009;Drama;92;Iran;Mohammad Rasoulof
tt1509624;Amor y Frijoles;2009;Comedy, Drama;83;Honduras;Mathew Kodath, Hernan Pereira
tt1509631;Genitori & figli:) - Agitare bene prima dell'uso;2010;Comedy;110;Italy;Giovanni Veronesi
tt1509635;La bella gente;2009;Drama;98;Italy;Ivano De Matteo
tt1509636;La nostra vita;2010;Drama;98;Italy, France;Daniele Luchetti
tt1509638;Les petits ruisseaux;2010;Drama;94;France;Pascal RabatÃ©
tt1509732;Aisha;2010;Comedy, Drama, Romance;126;India;Rajshree Ojha
tt1509735;Baanam;2009;Action, Drama;115;India;Chaitanya Dantuluri
tt1509742;La vie au ranch;2009;Comedy, Drama;90;France;Sophie Letourneur
tt1509767;The Three Musketeers;2011;Action, Adventure, History;110;USA, Germany, France, UK;Paul W.S. Anderson
tt1509787;A Bag of Hammers;2011;Comedy, Drama;85;USA;Brian Crano
tt1509788;Ass Backwards;2013;Adventure, Comedy;85;USA;Chris Nelson
tt1509797;D'amour et d'eau fraÃ®che;2010;Drama;85;France;Isabelle Czajka
tt1509803;Griff the Invisible;2010;Comedy, Drama, Romance;90;Australia;Leon Ford
tt1509842;Dernier Ã©tage gauche gauche;2010;Comedy, Drama;110;France, Luxembourg;Angelo Cianci
tt1510271;Freche MÃ¤dchen 2;2010;Comedy, Drama, Romance;96;Germany;Ute Wieland
tt1510274;Lyubov v bolshom gorode 2;2010;Comedy, Fantasy;89;Russia;Marius Balchunas
tt1510686;Breaking the Girls;2012;Crime, Thriller;83;USA;Jamie Babbit
tt1510905;After the Waterfall;2010;Drama;94;New Zealand;Simone Horrocks
tt1510906;Third Star;2010;Drama;92;UK;Hattie Dalton
tt1510918;Himlen Ã¤r oskyldigt blÃ¥;2010;Drama;110;Sweden;Hannes Holm
tt1510925;No Saints for Sinners;2011;Action, Crime;80;USA;Nathan Frankowski
tt1510926;Oxy-Morons;2010;Action, Thriller;111;USA;Johnny Hickey
tt1510929;Prototype;2009;Action, Fantasy, Sci-Fi;80;USA;Michael Reilly
tt1510936;The Deposition;2011;Crime, Drama, Mystery;80;USA;Eddie Mensore
tt1510983;Heathens and Thieves;2012;Mystery, Thriller, Western;109;USA;Megan Peterson, John Douglas Sinclair
tt1510988;A Beer Tale;2012;Comedy;76;USA;Lee Roy Kunz
tt1511329;Bo;2010;Drama;100;Belgium;Hans Herbots
tt1511425;Losing Control;2011;Comedy;91;USA;Valerie Weiss
tt1511433;Mohakeme dar khiaban;2009;Drama;98;Iran;Masud Kimiai
tt1511447;Ostatnia akcja;2009;Action, Adventure, Comedy;95;Poland;Michal Rogalski
tt1511476;The Chicago 8;2011;Drama;90;USA;Pinchas Perry
tt1511489;The Sentimental Engine Slayer;2010;Drama;97;USA;Omar Rodriguez-Lopez
tt1511528;Zhui ying;2009;Action, Comedy;89;China;Marco Mak, Francis Ng
tt1511537;Em Teu Nome;2009;Drama;100;Brazil;Paulo Nascimento
tt1512109;Di Di Hollywood;2010;Drama;96;Spain;Bigas Luna
tt1512184;Kakera;2009;Drama;107;Japan;Momoko AndÃ´
tt1512186;Katharsi;2009;Crime, Thriller;74;Greece;Fokion Bogris
tt1512220;My Friend Pinto;2011;Comedy, Crime, Drama;100;India;Raaghav Dar
tt1512222;Night of the Living Dead: Darkest Dawn;2015;Animation, Action, Horror;62;USA;Zebediah De Soto, Krisztian Majdik
tt1512228;Resurrecting the Street Walker;2009;Horror;80;UK;Ozgur Uyanik
tt1512235;Super;2010;Action, Comedy, Drama;96;USA;James Gunn
tt1512240;The Convincer;2011;Comedy, Crime, Drama;93;USA;Jill Sprecher
tt1512274;My Bloody Wedding;2010;Comedy;88;USA;Morgan Mead
tt1512321;Vaada Raha... I Promise;2009;Drama;101;India;Samir Karnik
tt1512685;Los ojos de Julia;2010;Horror, Mystery, Thriller;118;Spain;Guillem Morales
tt1512888;Ayirathil Oruvan;2010;Action, Adventure, Fantasy;183;India;K. Selvaraghavan
tt1512893;Far til fire - pÃ¥ japansk;2010;Family;90;Denmark;Claus Bjerre
tt1512894;Kiskanmak;2009;Drama;96;Turkey;Zeki Demirkubuz
tt1512897;Over gaden under vandet;2009;Drama;100;Denmark;Charlotte Sieling
tt1513076;Late Fee;2009;Comedy, Horror;90;USA;John Carchietta, Carl Morano
tt1513713;Baska Dilde Ask;2009;Drama;98;Turkey;Ilksen Basarir
tt1513723;Bobbos;2009;Comedy;113;Egypt;Wael Ihsan
tt1513750;Dead Men;2009;Thriller;86;USA;Scott B. Hansen
tt1513755;Dog Sweat;2010;Drama;90;Iran, USA;Hossein Keshavarz
tt1513760;Eagles in the Chicken Coop;2010;Comedy, Drama;95;USA;Brent Florence
tt1513835;Nightbeasts;2010;Horror, Sci-Fi;80;USA;Wes Sullivan
tt1513892;Scusa ma ti voglio sposare;2010;Comedy, Drama, Romance;106;Italy;Federico Moccia
tt1513914;Sonhos Roubados;2009;Drama;85;Brazil;Sandra Werneck
tt1514041;4.3.2.1.;2010;Crime, Thriller;117;UK;Noel Clarke, Mark Davis
tt1514045;Green Guys;2011;Crime, Thriller;96;USA;Cole Mueller
tt1514048;Loving the Bad Man;2010;Crime, Drama, Romance;104;USA;PÃ©ter Engert
tt1514418;Karat 14;2009;Crime, Drama;87;Iran, Germany;Parviz Shahbazi
tt1514426;Ye dian;2009;Comedy;94;China;Qing Yang
tt1514431;Yan lei;2009;Drama;111;Taiwan;Wen-tang Cheng
tt1514446;Third Person Singular Number;2009;Drama;124;Bangladesh;Mostofa Sarwar Farooki
tt1514831;Kanal-i-zasyon;2009;Comedy;90;Turkey;Alper MestÃ§i
tt1514834;Oggi sposi;2009;Comedy, Romance;118;Italy;Luca Lucini
tt1514837;Rewers;2009;Comedy, Drama, Romance;99;Poland;Borys Lankosz
tt1515091;Sherlock Holmes: A Game of Shadows;2011;Action, Adventure, Crime;129;USA, UK;Guy Ritchie
tt1515199;Fertile Ground;2011;Horror;95;USA;Adam Gierasch
tt1515202;Lan;2009;Drama;85;China;Wenli Jiang
tt1515203;Jao nok krajok;2009;Drama;82;Thailand;Anocha Suwichakornpong
tt1515205;Paju;2009;Drama;110;South Korea;Chan-ok Park
tt1515207;Sus;2010;Drama;91;UK;Robert Heath
tt1515208;Walking with the Enemy;2013;Action, Drama, History;124;Romania, Hungary, Canada, USA;Mark Schmidt
tt1515210;Vihir;2009;Drama;120;India;Umesh Vinayak Kulkarni
tt1515960;Ukroshchenie stroptivykh;2009;Comedy;90;Russia;Igor Kalyonov
tt1516002;A Beginner's Guide to Endings;2010;Comedy, Drama;93;Canada, USA;Jonathan Sobol
tt1516009;Alleged;2010;Drama, History, Romance;94;USA;Tom Hines
tt1516146;Good Satan;2012;Comedy;81;Canada;Sara Lohman
tt1516541;Homeless for the Holidays;2009;Drama;105;USA;George A. Johnson
tt1516552;Kichin;2009;Drama, Romance;102;South Korea;Ji-Yeong Hong
tt1516577;Sedona;2011;Adventure, Comedy, Drama;90;USA;Tommy Stovall
tt1516593;Tilva Ros;2010;Drama, Romance;99;Serbia;Nikola Lezaic
tt1516598;Vespa;2010;Drama;85;Hungary, Serbia;Diana GroÃ³
tt1517076;Karl the Butcher vs Axe;2010;Action, Comedy, Horror;75;Germany;Timo Rose, Andreas Schnaas
tt1517145;Jageun yeonmot;2009;War;86;South Korea;Sang-woo Lee
tt1517148;GjallÃ«;2009;Drama;90;Albania, Austria, France;Artan Minarolli
tt1517160;Bi, dung so!;2010;Drama;91;Vietnam, France, Germany;Dang Di Phan
tt1517177;3;2010;Comedy, Drama, Romance;119;Germany;Tom Tykwer
tt1517189;Handlarz cudÃ³w;2009;Drama;107;Poland;Boleslaw Pawica, Jaroslaw Szoda
tt1517206;Keitai kareshi;2009;Comedy, Horror, Romance;102;Japan;Shinju Funabiki
tt1517213;Las;2009;Drama;76;Poland;Piotr Dumala
tt1517214;Le bruit des glaÃ§ons;2010;Comedy, Drama;87;France;Bertrand Blier
tt1517216;Maimai Shinko to sennen no mahÃ´;2009;Animation, Adventure, Drama;93;Japan;Sunao Katabuchi
tt1517218;Tokkiwa rijeodeu;2009;Drama, Romance;101;South Korea;Ji-Hong Joo, Jihong Ju
tt1517220;Motel Nana;2010;Drama;92;Serbia, Bosnia and Herzegovina;Predrag Velinovic
tt1517225;Neprijatelj;2011;Drama, Horror, Mystery;108;Serbia, Bosnia and Herzegovina, Croatia, Hungary;Dejan Zecevic
tt1517228;Not Alone;2015;Horror;80;UK;Tristan Versluis
tt1517238;Rompecabezas;2009;Drama;87;Argentina, France;Natalia Smirnoff
tt1517239;Geobugi dallinda;2009;Action, Comedy, Crime;117;South Korea;Yeon-woo Lee
tt1517248;Suma summarum;2010;Comedy, Thriller;120;Croatia;Ivan-Goran Vitez
tt1517249;Sunlight Jr.;2013;Drama;90;USA;Laurie Collyer
tt1517257;Jiphaengja;2009;Drama;98;South Korea;Jin Ho Choi, Jin-ho Choi
tt1517258;Pe-eo leo-beu;2009;Drama, Romance;115;South Korea;Yeon-Shick Shin
tt1517260;The Host;2013;Action, Adventure, Drama;125;USA, Switzerland;Andrew Niccol
tt1517269;Chaesikjuuija;2009;Drama;111;South Korea;Woo-Seong Lim
tt1517451;A Star Is Born;2018;Drama, Music, Romance;136;USA;Bradley Cooper
tt1517471;Dough;2015;Comedy, Drama;94;UK, Hungary;John Goldschmidt
tt1517474;Hochzeitspolka;2010;Comedy;90;Germany, Poland;Lars Jessen, Przemyslaw Nowakowski
tt1517489;Spy Kids 4: All the Time in the World;2011;Action, Adventure, Comedy;89;USA;Robert Rodriguez
tt1517493;TrÃ©sor;2009;Comedy;85;France;Claude Berri, FranÃ§ois Dupeyron
tt1517506;Le poil de la bÃªte;2010;Adventure, Horror;100;Canada;Philippe Gagnon
tt1517621;Better Mus' Come;2010;Action, Crime, Drama;104;Jamaica;Storm Saulter
tt1517633;Fun sau suet oi nei;2010;Comedy, Drama, Romance;104;Hong Kong;Barbara Wong Chun-Chun
tt1517805;20 sigarette;2010;Drama, War;94;Italy;Aureliano Amadei
tt1518812;Meek's Cutoff;2010;Drama, Western;104;USA;Kelly Reichardt
tt1518828;Wo de tangchao xiongdi;2009;Action;93;China;Shu-peng Yang
tt1519245;Agnosia;2010;Drama, Thriller;105;Spain;Eugenio Mira
tt1519328;IerÃ´ Kiddo;2009;Drama;111;Japan;Tetsuya Mariko
tt1519396;Sevdah za Karima;2010;Drama;95;Bosnia and Herzegovina;Jasmin Durakovic
tt1519461;Area 51;2015;Horror, Mystery, Sci-Fi;91;USA;Oren Peli
tt1519466;Gutmoning peurejideonteu;2009;Drama;131;South Korea;Jin Jang
tt1519468;Kino Caravan;2009;Drama;100;Romania, Germany;Titus Muntean
tt1519618;I Think I Do;2013;Comedy;90;Canada;Dylan Pearce
tt1519633;Be with Me;2009;Drama, Horror;100;South Korea;Hong Dongmyung, Eun-kyung Jo
tt1519640;Chuen sing yit luen - yit lat lat;2010;Comedy, Romance;93;Hong Kong, USA, China;Tony Chan, Wing Shya
tt1519644;Kkotgwa sijak;2009;Drama, Romance;87;South Korea;Kyu-dong Min
tt1519661;Zero;2009;Action, Drama;110;Poland;Pawel Borowski
tt1519663;Love's Kitchen;2011;Comedy, Drama, Romance;93;UK;James Hacking
tt1520368;Night of the Living Dead: Reanimated;2009;Animation, Action, Drama;96;USA;Mike Schneider
tt1520392;Teiruzu obu vesuperia: The first strike;2009;Animation;110;Japan;Kanta Kamei
tt1520399;The Blood Bond;2011;Action, Thriller;86;USA, China;Michael Biehn, Antony Szeto
tt1520453;Twelve Thirty;2010;Drama;126;USA;Jeff Lipsky
tt1520493;A Warm Wind;2011;Drama;94;USA;Jeff London
tt1520496;Circle of Eight;2009;Horror, Mystery;83;USA;Stephen Cragg
tt1520498;The Oogieloves in the Big Balloon Adventure;2012;Adventure, Family, Fantasy;88;USA;Matthew Diamond
tt1520863;Divorces!;2009;Comedy, Drama;100;France;ValÃ©rie Guignabodet
tt1520888;Gabi on the Roof in July;2010;Comedy, Drama, Romance;101;USA;Lawrence Michael Levine
tt1520945;In the Market;2009;Horror, Thriller;115;Italy;Lorenzo Lombardi
tt1520956;Iron Doors;2010;Mystery, Thriller;80;Germany;Stephen Manuel
tt1521023;Loudspeaker;2009;Drama;162;India;Jayaraaj
tt1521090;Una vita tranquilla;2010;Crime, Drama;105;Italy, France, Germany;Claudio Cupellini
tt1521197;Anonymous;2011;Drama, Thriller;130;UK, Germany, USA;Roland Emmerich
tt1521223;Iti Mrinalini: An Unfinished Letter...;2010;Drama;131;India;Aparna Sen
tt1521237;Shikeidai no erebÃªtÃ¢;2010;Crime, Drama, Thriller;111;Japan;Akira Ogata
tt1521242;Tortoise in Love;2012;Comedy;84;UK;Guy Browning
tt1521846;Ha phraeng;2009;Comedy, Fantasy, Horror;125;Thailand;Banjong Pisanthanakun, Visute Poolvoralaks
tt1521848;Potiche;2010;Comedy;103;France;FranÃ§ois Ozon
tt1521874;Les meilleurs amis du monde;2010;Comedy;94;France;Julien Rambaldi
tt1522133;Angshumaner Chhobi;2009;Drama;125;India;Atanu Ghosh
tt1522145;Khwaam jam sun... Tae rak chan yao;2009;Drama, Romance;117;Thailand;Yongyoot Thongkongtoon
tt1522156;Mark of Love;2009;Comedy, Romance;86;USA;Brett Simmons
tt1522157;Maskhead;2009;Horror;88;USA;Rebecca Swan, Fred Vogel
tt1522189;Natimorto;2009;Drama;92;Brazil;Paulo Machline
tt1522218;Obselidia;2010;Drama;103;USA;Diane Bell
tt1522232;Os Inquilinos;2009;Drama;103;Brazil;Sergio Bianchi
tt1522250;Prometeo Deportado;2009;Comedy, Drama;112;Ecuador;Fernando Mieles
tt1522262;The Last Lovecraft: Relic of Cthulhu;2009;Adventure, Comedy, Horror;78;USA;Henry Saine
tt1522265;Ritu;2009;Drama, Family;138;India;Shyamaprasad
tt1522296;Snowman's Land;2010;Comedy, Crime;95;Germany;Tomasz Thomson
tt1522329;Tum Mile;2009;Drama, Romance;140;India;Kunal Deshmukh
tt1522334;Win/Win;2010;Drama;81;Netherlands;Jaap van Heusden
tt1522832;Pen-teu-ha-woo-seu ko-kki-ri;2009;Drama;144;South Korea;Seung-koo Jhung
tt1522846;The Bunny Game;2011;Horror;76;USA;Adam Rehmeier
tt1523267;Arctic Blast;2010;Action, Adventure, Drama;92;Australia, Canada;Brian Trenchard-Smith
tt1523326;Limbo;2010;Drama;105;Norway, Denmark, Sweden, Trinidad and Tobago;Maria SÃ¸dahl
tt1523406;Alza la testa;2009;Drama;86;Italy;Alessandro Angelini
tt1523411;Ask geliyorum demez;2009;Comedy, Romance;95;Turkey;Murat Seker
tt1523415;Bes Sehir;2009;Drama;95;Turkey;Onur ÃœnlÃ¼
tt1523475;Incir Ã§ekirdegi;2009;Drama;82;Turkey;Selda Cicek
tt1523479;Io & Marilyn;2009;Comedy, Fantasy;96;Italy;Leonardo Pieraccioni
tt1523483;Kaboom;2010;Comedy, Mystery, Romance;86;USA, France;Gregg Araki
tt1523485;Kill Katie Malone;2010;Horror, Thriller;88;USA;Carlos Ramos Jr.
tt1523486;KolpaÃ§ino;2009;Action, Comedy;98;Turkey;Atil InaÃ§
tt1523491;Kurtlar Vadisi: Gladio;2009;Action, Crime, Drama;97;Turkey;Sadullah SentÃ¼rk
tt1523493;La bellezza del somaro;2010;Comedy;107;Italy;Sergio Castellitto
tt1523498;La passione;2010;Comedy, Drama;106;Italy;Carlo Mazzacurati
tt1523515;Neseli Hayat;2009;Comedy;100;Turkey;Yilmaz Erdogan
tt1523575;Vacant House;2016;Drama, Horror, Thriller;84;USA;Jeremy Casper
tt1523583;7 Kocali HÃ¼rmÃ¼z;2009;Comedy;122;Turkey;Ezel Akay
tt1523939;Answers to Nothing;2011;Drama, Mystery, Romance;124;USA;Matthew Leutwyler
tt1523972;Tomorrow's End;2011;Comedy, Drama;100;USA;Hunter G. Williams, Scott Michael Campbell
tt1523979;Paradise Recovered;2010;Drama;96;USA;Storme Wood
tt1523987;1 Out of 7;2011;Drama;90;USA;York Alec Shackleton
tt1524083;A True Story. Based on Things That Never Actually Happened. ...And Some That Did.;2013;Comedy;96;USA;Malcolm Goodwin
tt1524114;Collapse;2011;Horror, Thriller;88;USA;Jason Bolinger, Insane Mike Saunders
tt1524130;Hitler's Grave;2010;Drama;90;USA;Daryush Shokof
tt1524131;Knucklehead;2010;Action, Comedy, Drama;100;USA;Michael W. Watkins
tt1524134;Orcs!;2011;Action, Comedy, Fantasy;78;USA;Andrew Black
tt1524137;Contraband;2012;Action, Crime, Drama;109;USA, UK, France;Baltasar KormÃ¡kur
tt1524148;All My Friends Are Funeral Singers;2010;Comedy, Drama, Music;84;USA;Tim Rutili
tt1524170;Death of the Virgin;2009;Horror, Mystery, Thriller;103;Italy, Canada;Joseph Tito
tt1524539;Harishchandrachi Factory;2009;Biography, Comedy, Drama;96;India;Paresh Mokashi
tt1524553;KÃ³ngavegur;2010;Comedy, Drama;100;Iceland;ValdÃ­s Ã“skarsdÃ³ttir
tt1524575;The Vatican Tapes;2015;Horror, Thriller;91;USA;Mark Neveldine
tt1524930;Vacation;2015;Adventure, Comedy;99;USA;John Francis Daley, Jonathan Goldstein
tt1525323;Billa;2009;Action, Romance, Thriller;149;India;Meher Ramesh
tt1525344;Duburys;2009;Drama;140;Lithuania;Gytis Luksas
tt1525346;El premio;2011;Drama;115;Mexico, France, Poland, Germany;Paula Markovitch
tt1525366;Grabbers;2012;Action, Adventure, Comedy;94;Ireland, UK;Jon Wright
tt1525552;Apart;2011;Drama, Mystery, Romance;85;USA;Aaron Rottinghaus
tt1525830;Eksperimentet;2010;Drama, History;90;Denmark;Louise Friedberg
tt1525835;Gantz;2010;Action, Horror, Sci-Fi;130;Japan;Shinsuke Sato
tt1525836;Gantz: Perfect Answer;2011;Action, Horror, Mystery;141;Japan;Shinsuke Sato
tt1525838;Gun Hill Road;2011;Drama;86;USA;Rashaad Ernesto Green
tt1525888;Satte Farben vor Schwarz;2010;Drama;85;Germany;Sophie Heldman
tt1525890;The Caller;2011;Thriller;92;UK, Puerto Rico;Matthew Parkhill
tt1525898;The Space Between;2010;Drama;90;USA;Travis Fine
tt1525915;El Gran VÃ¡zquez;2010;Biography, Comedy;106;Spain;Ã“scar Aibar
tt1525916;Ihmisen osa;2018;Comedy, Drama;107;Finland, Denmark;Juha Lehtola
tt1526284;Ay Lav Yu;2010;Comedy;102;Turkey;Sermiyan Midyat
tt1526306;Salve Geral;2009;Crime, Drama, Thriller;119;Brazil;Sergio Rezende
tt1526317;Zona sur;2009;Drama;108;Bolivia;Juan Carlos Valdivia, Juan Carlos Valdivia
tt1526323;Arya 2;2009;Action, Comedy;155;India;Sukumar
tt1526331;Konpliktis zona;2009;Drama, War;82;Georgia;Vano Burduli
tt1526332;La fin du silence;2011;Drama, Thriller;80;France, Austria;Roland Edzard
tt1526578;Ao, le dernier NÃ©andertal;2010;Adventure, History;84;France;Jacques Malaterre
tt1526610;New Low;2010;Comedy, Romance;82;USA;Adam Bowers
tt1526741;Cado dalle nubi;2009;Comedy;95;Italy;Gennaro Nunziante
tt1527049;SzelÃ­d teremtÃ©s - A Frankenstein-terv;2010;Drama;109;Hungary, Germany, Austria;KornÃ©l MundruczÃ³
tt1527186;Melancholia;2011;Drama, Sci-Fi;135;Denmark, Sweden, France, Germany;Lars von Trier
tt1527679;Nasty Old People;2009;Drama;84;Sweden;Hanna SkÃ¶ld
tt1527788;Ajeossi;2010;Action, Drama, Thriller;119;South Korea;Jeong-beom Lee
tt1527813;Magic Valley;2011;Drama;85;USA;Jaffe Zinn
tt1527818;Fit;2010;Drama, Romance;108;UK;Rikki Beadle Blair
tt1527821;Heart String Marionette;2012;Animation, Action;122;USA, Iceland;M. dot Strange
tt1527823;Last Kung Fu Monk;2010;Action, Adventure, Comedy;93;China, USA;Peng Zhang Li
tt1527835;Archipelago;2010;Drama;114;UK;Joanna Hogg
tt1528042;Cealalta Irina;2009;Drama, Thriller;90;Romania;Andrei Gruzsniczki
tt1528071;Horns;2013;Crime, Drama, Fantasy;120;USA, Canada;Alexandre Aja
tt1528100;Exodus: Gods and Kings;2014;Action, Drama, Fantasy;150;UK, Spain, USA;Ridley Scott
tt1528225;Disrupt/Dismantle;2010;Action, Crime, Drama;94;USA;Jack Lucarelli, Troy Price
tt1528309;A Little Closer;2011;Drama, Romance;72;USA;Matthew Petock
tt1528312;Route Irish;2010;Action, Drama, Thriller;109;UK, France, Italy, Belgium, Spain;Ken Loach
tt1528313;Rien Ã  dÃ©clarer;2010;Comedy;108;France;Dany Boon
tt1528718;Born to Raise Hell;2010;Action, Crime, Thriller;98;USA;Lauro David Chartrand-DelValle
tt1528750;Happy Few;2010;Romance;103;France;Antony Cordier
tt1528769;KommandÃ¸r Treholt & ninjatroppen;2010;Action, Comedy;77;Norway;Thomas Cappelen Malling
tt1528770;Koshechka;2009;Comedy;95;Russia;Grigoriy Konstantinopolskiy
tt1528813;The Penitent Man;2010;Drama, Sci-Fi;92;USA;Nicholas Gyeney
tt1528854;Daddy's Home;2015;Comedy, Family;96;USA;Sean Anders
tt1529233;Basilicata Coast to Coast;2010;Comedy, Musical;105;Italy;Rocco Papaleo
tt1529235;Benvenuti al sud;2010;Comedy;102;Italy, Germany;Luca Miniero
tt1529240;Brownian Movement;2010;Drama, Romance;97;Netherlands;Nanouk Leopold
tt1529252;El hombre de al lado;2009;Thriller;110;Argentina;Mariano Cohn, GastÃ³n Duprat
tt1529292;Das Ende ist mein Anfang;2010;Biography, Drama;98;Germany, Italy;Jo Baier
tt1529303;Los Ã¡ngeles;2009;Drama;90;Argentina;Juan Baldana
tt1529311;Nigdy nie mÃ³w nigdy;2009;Comedy, Romance;102;Poland;Wojciech Pacyna
tt1529316;Picco;2010;Crime, Drama, Horror;105;Germany;Philip Koch
tt1529329;Sharm el Sheikh - Un'estate indimenticabile;2010;Comedy;90;Italy;Ugo Fabrizio Giordani
tt1529336;Sulla strada di casa;2011;Drama;80;Italy;Emiliano Corapi
tt1529346;Almost Kings;2010;Drama;93;USA;Philip G. Flores
tt1529558;Hell Fire;2015;Horror;93;USA;Marc Fratto
tt1529559;Hotel Lux;2011;Comedy;102;Germany, Liechtenstein, France;Leander HauÃŸmann
tt1529564;Playing House;2011;Thriller;84;USA;Tom Vaughan
tt1529569;De vrais mensonges;2010;Comedy, Romance;105;France;Pierre Salvadori
tt1529572;Trust;2010;Crime, Drama, Thriller;106;USA;David Schwimmer
tt1529635;Five Hours South;2012;Drama, Music;95;Italy, USA;Mark Bacci
tt1530480;Cruzando el lÃ­mite;2010;Drama;92;Spain;Xavi GimÃ©nez
tt1530509;The Human Centipede II (Full Sequence);2011;Horror;91;USA;Tom Six
tt1530660;Dawning;2009;Drama, Horror, Thriller;82;USA;Gregg Holtgrewe
tt1530975;Putty Hill;2010;Drama;85;USA;Matthew Porterfield
tt1530983;Red Hill;2010;Thriller, Western;95;Australia;Patrick Hughes
tt1531663;Everything Must Go;2010;Drama;97;USA;Dan Rush
tt1531697;The New Republic;2011;Thriller;100;USA;Jeoff Hanser
tt1531901;Byzantium;2012;Drama, Fantasy, Horror;118;UK, USA, Ireland;Neil Jordan
tt1531914;Smitty;2012;Drama, Family;94;USA;David Mickey Evans
tt1531924;The Disappearance of Eleanor Rigby: Him;2013;Drama, Romance;89;USA;Ned Benson
tt1531930;The Lie;2011;Drama;80;USA;Joshua Leonard
tt1532261;Antikiller D.K.;2009;Action;96;Russia;Eldar Salavatov
tt1532266;Le mariage Ã  trois;2010;Drama;104;France;Jacques Doillon
tt1532348;Zhu li ye;2010;Drama, Romance;106;Taiwan;Yu-Hsun Chen, Chi-jan Hou
tt1532382;Na igre;2009;Action, Drama, Sci-Fi;90;Russia;Pavel Sanaev
tt1532503;Beginners;2010;Comedy, Drama, Romance;105;USA;Mike Mills
tt1532513;Engel mit schmutzigen FlÃ¼geln;2009;Drama;90;Germany;Roland Reber
tt1532530;La folie Almayer;2011;Drama;127;Belgium, France;Chantal Akerman
tt1532538;Line of Duty;2013;Action, Crime, Thriller;100;USA;Bryan Ramirez
tt1532545;New York November;2011;Drama, Mystery, Thriller;105;Austria;Gerhard Fillei, Joachim Krenn
tt1532957;Paa;2009;Comedy, Drama;133;India;R. Balki
tt1532958;Battle of the Year;2013;Drama, Music;110;USA;Benson Lee
tt1533013;Beautiful Boy;2010;Drama;100;USA, Canada;Shawn Ku
tt1533053;Is It Just Me?;2010;Comedy, Romance;93;USA;J.C. Calciano
tt1533058;Julia X;2011;Comedy, Horror, Thriller;92;USA;P.J. Pettiette
tt1533084;The Traveler;2010;Horror, Thriller;96;Canada, USA;Michael Oblowitz
tt1533085;Pyeong-haeng-i-ron;2010;Thriller;110;South Korea;Ho-Young Kweon
tt1533086;Sikeurit;2009;Thriller;105;South Korea;Je-gu Yun
tt1533087;Soda Springs;2012;Drama;115;USA;Michael Feifer
tt1533114;Baekyahaeng: Hayan eodoom sokeul geolda;2009;Mystery, Romance, Thriller;135;South Korea;Shin-woo Park
tt1533117;Rang zi dan fei;2010;Action, Comedy, Western;132;China, Hong Kong;Wen Jiang
tt1533748;Orange;2010;Comedy, Drama, Romance;162;India;Bhaskar
tt1533749;Xin Shao Lin si;2011;Action, Drama;131;Hong Kong, China;Benny Chan
tt1533784;Alex und der LÃ¶we;2010;Comedy, Romance;96;Germany;Ives-Yuri Garate
tt1533795;Magiczne drzewo;2009;Adventure, Family, Fantasy;83;Poland;Andrzej Maleszka
tt1533813;Un balcon sur la mer;2010;Drama, Mystery, Romance;95;France;Nicole Garcia
