movie_id;males_votes;females_votes;votes_10;votes_9;votes_8;votes_7;votes_6;votes_5;votes_4;votes_3;votes_2;votes_1
tt0069049;3663;226;490;586;1013;1070;752;445;227;158;101;172
tt0100275;77;13;13;8;19;34;22;6;3;5;1;10
tt0137204;137;72;96;132;19;5;0;0;1;4;1;6
tt0146592;315;95;64;43;68;109;82;37;20;11;8;15
tt0153140;126;29;19;5;26;41;37;18;10;8;4;11
tt0162942;88;21;14;10;29;32;17;14;2;0;0;6
tt0176694;434;90;184;107;138;80;34;13;15;2;8;35
tt0205380;69;26;11;4;7;18;21;16;11;9;6;16
tt0249516;4077;694;2572;48;45;45;51;78;99;186;605;5073
tt0255820;76;32;42;5;11;10;12;9;3;5;5;29
tt0285252;176;23;33;5;5;10;14;25;36;36;26;35
tt0289146;115;23;12;5;7;18;22;29;20;15;16;14
tt0293069;631;289;237;54;140;221;176;124;53;25;15;39
tt0312305;187;58;98;8;8;15;27;33;20;13;8;61
tt0315642;10246;775;2103;2103;4041;3914;1878;787;332;194;131;428
tt0323808;1790;326;110;28;66;138;212;331;395;398;316;377
tt0326716;209;43;129;23;35;23;16;11;11;5;6;40
tt0326965;1260;438;167;59;156;271;436;376;194;97;63;90
tt0327597;102383;45358;25338;29898;59024;41297;15804;5468;2156;1168;704;1607
tt0331314;195;48;36;10;16;30;57;68;28;16;25;33
tt0337692;22959;9869;2605;1779;4549;8550;9271;5554;2611;1279;822;1294
tt0337926;429;52;35;19;61;130;124;82;48;21;18;41
tt0339736;1641;365;180;112;282;414;477;415;245;157;113;182
tt0346631;24544;1014;3600;2110;4875;8541;5807;2501;1102;510;301;500
tt0347307;95;14;37;21;22;18;8;7;3;2;2;9
tt0353665;98;13;9;4;5;5;12;17;21;17;8;34
tt0359950;181580;45454;31479;38348;78465;73293;33802;12903;5189;2555;1501;2405
tt0360556;9617;2014;447;227;602;1436;2931;3876;2550;1319;807;1125
tt0361748;748199;145296;229869;337371;328361;151406;53384;22305;11513;7410;5641;14949
tt0362478;60837;14063;2966;2426;7146;14618;19985;16546;9075;5533;3569;4446
tt0365545;1461;3313;682;377;954;1726;1629;710;291;130;90;143
tt0365907;77278;10540;3997;3655;13888;36550;31341;11178;3512;1307;651;912
tt0365929;27189;4380;1303;635;1977;5523;10168;8414;4087;1921;1048;1003
tt0369610;332466;71865;50664;50257;122458;161733;90315;38856;16548;8218;4835;6305
tt0374853;1931;668;346;184;424;503;561;346;218;125;88;113
tt0375568;21910;3829;2017;1332;3771;8164;8414;3987;1658;749;421;687
tt0376136;65794;18034;5161;3663;11195;24115;25759;13949;5923;2749;1393;1747
tt0376479;8021;2604;495;403;1532;3315;3893;2109;878;414;195;304
tt0377981;26781;15192;3538;2055;5169;10059;12667;8150;3932;2066;1189;1428
tt0380510;83691;41105;13317;11776;26844;39561;27635;13250;6791;3740;2183;2935
tt0381940;14586;1261;678;663;2220;4730;4779;2586;1124;622;291;396
tt0383010;22039;2777;2616;967;2233;3817;4953;4475;2969;2172;1661;3029
tt0386117;65226;18346;9517;9695;18511;23429;16104;8342;4423;2607;1941;2857
tt0393049;69;17;41;12;11;4;12;4;3;3;1;17
tt0398286;186234;107590;63020;61732;114184;86039;32549;10373;3708;1609;953;1813
tt0401729;180132;26417;21984;18482;42745;64652;46925;24282;11804;6270;3605;4581
tt0403645;3066;358;407;121;172;248;253;268;226;227;287;1755
tt0403702;51139;11038;3197;3479;10617;21659;17430;7801;3231;1516;781;1117
tt0403935;2030;125;315;48;102;110;181;300;319;289;335;962
tt0404978;13727;5395;755;467;1550;4350;6671;4679;2077;981;467;492
tt0405022;684;180;145;103;184;203;161;88;43;32;24;42
tt0408060;320;62;61;40;51;67;79;38;30;24;30;27
tt0409379;2789;3159;462;286;780;1663;1954;1151;408;206;97;167
tt0409459;342832;42933;75706;86854;124154;87508;43435;20730;10424;6310;4524;9319
tt0409847;151200;19454;7573;5892;19375;47078;56147;32562;15127;7153;3742;4085
tt0411951;20748;1515;1796;532;1263;2507;4236;4999;3690;2644;1652;1906
tt0417741;250358;88119;70604;54089;120777;109374;42989;15875;6226;3161;1983;5568
tt0419692;137;31;34;2;12;18;20;22;20;13;15;38
tt0420293;19848;6001;1629;2233;7053;11757;6828;2340;848;336;183;384
tt0421237;410;48;71;9;12;8;14;42;58;76;68;150
tt0423474;399;47;60;5;12;22;39;71;111;43;50;68
tt0425080;1193;628;280;110;240;458;481;235;117;57;39;138
tt0427152;65474;14693;4543;3550;9455;19427;23660;15329;7578;4032;2562;3056
tt0427543;154;71;74;22;43;40;33;22;9;5;5;39
tt0429493;180204;22454;18538;18008;45798;71896;45502;20562;8586;3967;2412;2959
tt0431021;34464;11972;3405;1938;5156;10690;14734;9681;4444;2030;1104;1244
tt0432283;116443;29787;25831;36047;60245;35385;12966;4986;2267;1253;811;1506
tt0432314;3408;363;341;201;478;962;970;560;292;168;112;183
tt0433035;211683;31126;30479;29430;68081;82441;42764;17560;7254;3572;2021;2922
tt0433362;87488;15731;5333;5047;16352;36155;30949;13713;5484;2464;1259;1452
tt0433397;152;31;49;8;11;10;30;22;16;17;10;42
tt0433533;114;25;49;3;13;13;19;19;15;12;6;23
tt0435651;59483;25729;8830;7033;16509;28286;24063;11937;5214;2353;1162;1543
tt0435711;80;50;53;12;6;14;15;14;10;4;4;16
tt0435716;869;80;118;39;67;108;116;161;151;106;70;130
tt0435761;436261;110443;158557;173224;193646;108721;38706;14899;6361;3613;2590;7032
tt0436339;26744;6088;2132;742;2030;4754;8204;9116;5358;3183;1872;2759
tt0437405;12475;3007;1371;1216;2990;5111;3480;1733;742;370;222;307
tt0438488;249708;23553;19821;18576;53640;98247;72473;33573;15115;7520;3887;5676
tt0438894;94;9;18;0;1;7;10;12;12;16;17;27
tt0439801;215;18;13;3;1;13;25;33;30;28;36;82
tt0443272;162317;30677;23270;32250;63195;62030;27943;11533;4805;2596;1732;3235
tt0443331;993;308;179;25;53;113;175;249;233;168;148;265
tt0443465;20209;15113;4664;4082;9255;13732;8648;3595;1454;695;397;564
tt0443533;561;288;134;97;131;245;214;102;68;24;33;38
tt0445054;5126;896;388;380;1024;1977;1632;741;309;146;66;137
tt0446029;232483;50982;54117;56864;93857;71405;33287;15375;7812;4790;3507;6767
tt0448011;154223;26274;11078;10231;26940;51425;51481;28670;14406;7733;4590;5024
tt0448022;688;256;144;84;177;274;202;106;42;17;14;35
tt0448182;301;52;84;26;35;42;41;39;41;23;29;35
tt0448694;86918;26660;10184;8014;21251;41899;32038;13162;5063;2128;1053;1268
tt0449005;118;13;32;17;11;11;6;7;8;9;11;32
tt0450336;7999;1752;629;246;732;1533;2509;2306;1296;755;484;506
tt0450405;25408;10356;3379;1621;4025;8074;10246;6711;3378;1729;1013;1313
tt0451108;199;87;95;37;39;46;21;27;20;12;6;15
tt0451154;111;52;10;6;7;6;12;12;20;34;43;28
tt0451201;236;108;90;168;0;3;13;15;11;10;22;50
tt0451279;288289;70279;75396;76448;132992;114923;54468;23149;10367;5846;3923;9661
tt0452664;720;83;49;26;60;144;215;185;117;51;24;49
tt0452694;71205;42955;13631;14113;31395;39319;20222;8409;3422;1758;1056;1354
tt0453562;55084;9419;9265;10896;25563;21675;7660;2300;721;295;180;649
tt0454876;341773;91819;78324;115796;176135;106147;39099;14410;6399;3540;2437;5009
tt0455323;11446;2716;775;685;2115;4802;4356;1912;637;298;157;264
tt0455407;77290;14125;5469;5288;16387;32501;25810;11560;4649;2120;1061;1214
tt0455944;216025;26448;29379;33500;85104;95022;42417;14419;4954;2295;1271;1958
tt0456407;140;9;27;1;12;24;33;43;11;9;10;18
tt0457355;386;56;92;16;18;43;96;98;52;30;16;44
tt0457400;46510;5623;3418;1685;4662;9553;13091;11511;6866;4480;2814;3393
tt0458339;437598;86774;56546;52085;139509;220595;130026;49178;18585;8738;4871;8780
tt0458413;16722;7850;1535;1359;4072;8682;7762;3561;1473;601;316;322
tt0458455;4705;2230;684;604;1498;2318;1526;639;281;153;94;199
tt0458481;105160;12932;6712;7062;22119;44099;35205;16212;6579;2844;1423;1811
tt0458515;350;130;73;76;83;130;68;39;24;15;11;12
tt0458525;301810;53570;32462;29794;78257;127372;88340;42338;21706;11831;6757;7137
tt0459748;2521;455;496;335;646;784;548;265;126;87;49;97
tt0460778;433;61;50;22;35;47;93;121;70;52;38;37
tt0460890;5154;2071;588;533;1480;2524;2127;1119;474;240;136;205
tt0460943;66;26;14;6;9;12;7;8;11;6;9;23
tt0461336;1293;202;270;85;227;293;325;216;106;68;40;115
tt0462232;233;73;35;6;22;31;50;63;59;32;30;22
tt0462335;22311;5647;1124;1289;3580;6276;7465;6224;3614;2141;1359;1757
tt0462516;150;26;46;5;8;15;16;17;19;18;21;40
tt0463311;303;28;21;3;9;11;20;31;60;54;55;114
tt0463960;956;307;198;10;28;57;98;149;216;214;199;330
tt0464054;137;88;117;82;11;17;20;10;7;9;13;51
tt0464137;115;8;26;3;3;5;11;5;11;18;22;35
tt0464154;62907;8962;4397;2361;6667;13302;17257;14185;9005;5930;4084;5540
tt0464162;1059;26;298;35;50;55;75;114;118;112;119;461
tt0465580;71037;16772;6075;4395;12275;23978;26580;14962;6705;3252;1726;1908
tt0466893;9784;3325;1382;1284;2185;2925;2909;1696;928;583;412;658
tt0469021;21691;2138;1738;2460;6638;8838;5059;1921;788;407;208;352
tt0469094;97;21;27;2;3;11;8;15;12;16;14;20
tt0469251;83;10;34;2;5;4;7;8;9;13;7;22
tt0469318;3435;417;300;114;314;604;880;808;508;298;213;280
tt0470752;283944;50952;37311;80784;156284;103866;35600;11687;4655;2326;1391;2518
tt0471041;27316;2368;1847;1126;3428;7622;9330;5232;2263;1116;584;709
tt0471042;93955;15315;4804;3578;12470;34217;40730;18754;6872;2816;1338;1417
tt0472033;89396;19079;10009;13337;29391;38710;20833;8235;3379;1637;880;1152
tt0472181;48918;17027;6467;2408;5941;12044;17995;14647;7762;4558;3009;4213
tt0472198;28781;3296;3792;2306;6592;11639;7938;3193;1199;553;374;1276
tt0472399;112023;10453;8363;7009;21016;47629;37082;13762;4832;1929;944;1258
tt0473075;179313;39011;22016;16963;42238;75066;55731;25508;11048;5161;2772;3086
tt0473102;2086;541;688;323;517;671;420;206;97;43;33;124
tt0473364;1622;151;171;38;88;178;329;490;269;141;91;151
tt0473705;97402;13839;5114;9311;34713;50714;20090;5668;1619;721;394;762
tt0475290;75055;14495;2856;4310;15367;31385;28940;15271;7092;3674;2243;3140
tt0475970;571;78;61;5;5;14;17;42;71;110;151;244
tt0477080;131620;17349;9613;10015;31302;61712;39137;13906;4953;2203;1256;1567
tt0477302;55925;24572;9835;10478;20513;24446;14328;6522;3174;1718;1096;2049
tt0478304;110574;25819;24097;19189;25944;26248;19523;12787;8219;6251;5306;11291
tt0478970;316385;57113;40805;53711;154575;168004;67444;21638;7385;3457;2076;4203
tt0479204;300;47;48;13;9;27;51;54;59;40;34;65
tt0479997;64151;11776;4092;1991;5459;12801;20921;18454;10514;5992;3336;3431
tt0480239;9409;1617;2661;1006;1466;1606;1519;1092;708;506;487;1631
tt0480255;64974;10083;5167;4185;11585;23650;21523;10743;4690;2231;1196;1433
tt0480687;83997;16787;4398;3458;10253;23602;33035;21308;9642;4503;2450;2651
tt0481499;104998;38335;20628;19777;45830;51547;25721;9492;3421;1610;897;1411
tt0482459;144;212;87;29;67;92;77;30;10;9;4;3
tt0482461;2861;630;204;115;314;790;1157;658;313;135;88;92
tt0482525;170;42;46;17;26;28;29;24;23;12;11;24
tt0483586;560;118;141;40;98;156;148;80;36;23;10;33
tt0483701;90;19;16;1;2;4;5;11;14;11;11;40
tt0484828;140;14;17;3;3;4;11;11;18;41;33;49
tt0485061;1244;643;204;122;306;598;510;259;121;51;52;82
tt0485521;248;41;12;18;45;102;91;38;22;11;0;1
tt0485601;17236;6944;4232;4837;8564;6756;2571;1022;390;182;116;215
tt0485947;124676;39453;39935;41870;55106;34170;15177;6993;3214;2022;1320;2242
tt0485985;24404;3158;3413;1627;3498;6050;6722;4414;2267;1382;951;1839
tt0486592;172;23;46;1;8;6;7;8;19;29;46;52
tt0486615;2836;255;559;214;313;492;687;535;363;183;142;419
tt0486619;147;23;29;6;13;19;15;30;24;13;13;24
tt0489049;42443;5298;4446;3423;8765;15780;11888;5583;2320;1097;695;725
tt0490075;199;39;54;7;18;30;38;31;33;15;18;33
tt0490215;58588;8786;7437;10562;22003;23570;12619;5677;2558;1483;1012;1921
tt0490236;137;82;46;4;9;5;27;32;33;29;21;39
tt0491152;17695;29439;4929;2924;6159;10170;12746;8525;4147;2354;1439;1798
tt0491175;21284;4639;991;845;2775;6508;8744;6403;3302;1697;1029;1707
tt0491203;7035;5267;826;667;2015;4267;4342;2156;934;459;218;306
tt0492044;35277;13285;3780;2368;5926;11177;14459;9860;4554;2392;1323;1415
tt0492389;10270;2414;1183;245;468;885;1351;1969;2001;1858;1570;3446
tt0492890;237;145;93;12;26;34;47;86;61;45;21;47
tt0492896;808;398;354;216;281;276;134;74;37;14;19;56
tt0493076;1248;559;148;70;172;348;522;397;205;107;93;242
tt0493405;25335;4052;2136;1330;4232;9133;10719;5321;2373;1255;916;1278
tt0493451;2632;778;287;128;304;644;941;738;375;197;120;121
tt0493463;402;31;60;27;56;75;93;61;35;21;18;41
tt0493949;6272;6977;2792;1160;2332;3637;3024;1665;688;375;226;472
tt0494864;5361;1088;394;158;456;1077;1934;1534;832;440;229;298
tt0495111;69;8;24;6;11;12;8;11;5;8;5;14
tt0496375;859;126;59;6;23;45;79;186;205;196;149;190
tt0496634;3766;2691;497;334;919;1811;1942;1005;427;197;117;156
tt0496673;510;66;75;33;64;107;150;103;47;25;12;26
tt0498351;246;96;64;14;17;22;43;54;60;55;44;69
tt0498381;20758;5666;1291;437;1162;2736;5516;7758;6242;4308;2957;2826
tt0499493;183;122;31;12;9;22;43;60;56;52;20;41
tt0499549;697976;160287;233319;199677;254383;179073;87681;42169;21158;13523;9725;25894
tt0758746;63952;11700;6630;3028;7369;14439;20653;16683;9290;5623;3452;4184
tt0758752;86950;55841;10655;10778;29631;54812;37976;15047;5767;2621;1506;1955
tt0758755;431;158;64;10;13;11;17;19;38;59;111;312
tt0760166;183;125;101;24;55;58;42;28;11;6;14;29
tt0760169;267;53;31;7;17;18;24;26;58;49;44;71
tt0762073;28151;5156;2650;4592;10353;11085;5481;2362;1067;562;364;581
tt0762105;3385;3528;400;137;363;769;1260;1661;1234;787;583;727
tt0762125;32177;8306;2776;1698;4665;10859;13671;7727;3371;1620;879;916
tt0762138;6229;2608;742;455;945;1842;2381;1842;960;487;307;374
tt0763831;24984;6550;3274;1514;3652;7192;9294;6067;2736;1475;878;1093
tt0763844;222;41;31;15;25;33;55;32;35;21;16;29
tt0765010;67290;21632;6946;9153;26589;36384;16507;5319;1868;870;470;1045
tt0765446;15838;3922;1743;845;2132;4537;6574;4020;1737;898;471;702
tt0765465;223;67;73;8;12;26;41;64;32;27;34;23
tt0768187;79;18;10;4;13;21;31;12;7;6;3;4
tt0768222;2906;2107;474;1349;1744;881;109;93;123;151;147;334
tt0768239;934;165;97;100;282;386;191;85;26;18;15;53
tt0770703;28336;30090;5233;3344;7814;14325;18060;10811;4732;2260;1214;1272
tt0770778;377;40;55;11;16;27;34;63;71;55;45;78
tt0770828;446045;69105;90318;75900;143553;160041;93720;44361;20743;11384;6794;12128
tt0772175;65;20;60;18;8;6;0;4;1;2;3;17
tt0775080;216;76;53;7;21;25;60;64;35;27;21;20
tt0775440;15287;2710;628;215;646;1430;3237;4864;4396;3114;2017;2417
tt0775489;22056;6169;3348;4711;9926;7973;3430;1363;547;289;188;392
tt0775543;922;328;150;75;193;290;319;172;79;45;28;52
tt0775552;12420;3843;1445;559;1330;2715;4473;4063;2211;1225;741;980
tt0780002;866;85;99;104;238;250;182;105;60;39;17;35
tt0780504;369469;70041;82472;108934;151589;97081;44070;19400;9953;6142;4396;8992
tt0780511;36714;12916;5128;5606;13878;18081;8743;3049;1052;483;246;431
tt0780521;51738;39614;12319;11251;25865;33927;17518;6684;2535;1205;717;1316
tt0780548;7045;523;589;357;1262;2706;2265;975;418;171;118;213
tt0780567;8364;2403;864;336;938;2024;3285;2687;1172;578;329;546
tt0780625;79;28;45;2;5;0;9;14;7;3;6;35
tt0780645;1974;209;198;31;65;132;254;412;490;352;233;257
tt0780653;73936;13012;4232;2784;8339;19443;27365;18972;9185;4441;2296;2304
tt0783530;541;435;66;53;93;206;261;178;135;63;35;45
tt0785006;9956;6249;1925;641;1440;2721;4038;4069;2218;1215;789;1226
tt0787442;2561;684;238;358;996;1238;521;185;76;41;31;125
tt0787470;7810;472;655;275;738;1371;2131;1795;1009;550;342;402
tt0787474;30893;10908;3512;3568;9805;16523;10661;4095;1654;762;395;746
tt0787524;27813;7013;4705;4946;12119;14499;6182;1824;570;224;106;239
tt0790627;1987;879;315;177;357;467;597;517;287;206;155;158
tt0790628;49726;8670;2905;1755;5455;14464;20117;12797;5568;2649;1369;1382
tt0790636;257183;70297;42479;93266;167869;76773;19529;5366;2007;1005;753;1770
tt0790653;331;64;72;34;56;100;80;47;25;21;14;23
tt0790663;2467;1056;551;589;1226;1089;414;128;46;29;12;50
tt0790712;24786;4025;1761;2801;8681;11190;5213;1717;624;281;188;367
tt0790724;210041;25864;17872;21560;66428;104372;48843;17421;6394;2894;1686;2726
tt0790736;78002;14913;4772;2716;7972;19790;29614;22760;11455;6260;3377;3204
tt0790770;6088;931;396;334;1142;2602;2455;1018;360;155;77;157
tt0790788;336;272;743;258;180;138;112;72;58;36;28;73
tt0791321;226;44;30;4;12;7;26;26;30;22;40;108
tt0795351;44754;17744;3696;3122;8925;18492;19808;10264;4412;2265;1206;1166
tt0795438;1426;810;394;185;319;469;485;327;164;83;49;173
tt0795461;42426;7752;4028;747;1515;2782;4854;7937;9590;9569;8634;11973
tt0796366;393671;71417;91061;122776;187651;99985;32253;11360;4998;3006;2205;6221
tt0798817;30736;3692;2515;1446;4218;9123;9804;5698;2635;1473;876;1108
tt0800320;189887;31027;11927;8078;23422;51708;68875;47918;23100;12039;6514;6835
tt0800369;441988;103641;59264;57195;156007;231381;117612;44361;17150;8149;4354;6918
tt0803061;10437;3118;2701;2206;4101;3540;1605;688;319;157;125;214
tt0803096;151100;19824;39134;22080;43112;54315;34785;17511;8506;4627;2501;3634
tt0803100;539;128;112;46;104;199;207;102;50;35;18;32
tt0804463;10728;5128;759;515;1868;4755;5938;3037;1152;511;253;318
tt0804497;74877;32740;10729;12946;32081;41151;19423;6683;2435;1136;657;932
tt0804509;346;186;207;11;37;58;154;89;46;28;12;26
tt0804539;466;59;41;10;17;45;58;102;111;84;71;65
tt0806027;10500;2011;830;350;919;1986;3015;2965;1787;980;650;650
tt0806029;4693;676;352;486;1466;2076;1005;385;132;68;42;76
tt0806203;28764;6535;1449;1085;3800;9388;12011;6815;2864;1356;751;814
tt0807028;1896;229;179;43;77;194;371;529;407;240;143;177
tt0808151;176665;36461;15703;17496;47775;82576;54438;21725;8562;4063;2258;3188
tt0808232;1747;622;165;94;240;589;819;405;188;84;54;55
tt0808285;2857;802;336;390;883;1241;720;276;116;46;37;69
tt0808510;23601;8064;2347;774;1990;4275;7665;8920;5640;3115;1886;2445
tt0808526;4778;962;336;382;991;1701;1500;746;387;199;118;198
tt0809432;448;144;59;66;125;181;139;66;23;13;9;10
tt0810089;1011;166;196;112;251;355;198;103;33;30;20;36
tt0810772;386;569;180;40;83;128;179;213;114;76;51;91
tt0810784;10351;10534;2940;2571;4876;6241;3776;1844;912;465;299;376
tt0810819;68048;44903;12941;17015;37728;45062;21271;7844;3190;1554;919;3366
tt0810821;391;65;128;19;55;57;59;56;32;25;42;62
tt0810913;46461;13172;4313;964;2083;3587;5720;8480;8784;9110;8962;21156
tt0810922;35071;8759;3449;2342;6494;12926;12346;6128;2780;1271;733;859
tt0810924;592;256;85;28;45;83;120;167;151;120;69;82
tt0811021;138;59;50;2;8;12;10;18;22;24;26;71
tt0811047;136;36;25;8;3;5;7;24;34;23;22;37
tt0811124;1099;185;82;19;30;77;148;202;268;220;196;210
tt0811137;1309;138;91;58;178;368;432;206;126;62;35;84
tt0812352;2463;348;188;79;236;503;691;619;381;262;117;118
tt0814255;97741;37822;13072;6445;16184;32433;41853;27996;13490;7225;4083;5209
tt0814331;2673;1134;399;107;227;421;659;838;656;441;252;312
tt0814335;17979;6586;1415;718;1945;4731;7485;6065;3037;1513;804;1026
tt0815182;119;25;22;6;12;8;12;12;21;12;19;43
tt0815236;81873;20502;6994;6008;16519;34032;30249;14068;5690;2556;1400;1643
tt0815245;43903;17513;5559;4048;10181;18823;17385;8821;3833;1774;979;1271
tt0816442;65100;32231;17321;19321;36670;28028;11758;4307;1589;808;388;830
tt0816462;71741;9387;4287;1894;5109;11582;19621;20144;12666;7349;4289;4834
tt0816692;808395;156647;482878;364955;258097;133229;51537;22205;11137;6937;5172;12008
tt0816711;377811;69374;39373;48136;130079;180375;94759;37688;15511;8021;4559;6616
tt0817177;37509;25113;12875;12551;23851;16784;6323;2196;770;360;259;456
tt0817230;47582;43576;6088;3993;9744;19794;27471;20017;9424;4912;3129;3921
tt0817545;2428;362;274;185;301;449;552;587;391;234;147;236
tt0818098;56;35;51;8;9;8;1;4;1;3;3;17
tt0819916;101;7;51;11;7;5;11;8;10;7;16;13
tt0821640;41304;25683;3837;2470;6583;14717;21780;15293;7021;3464;1981;1931
tt0821642;33122;9583;3228;3132;8783;15907;10955;4169;1525;689;417;668
tt0822833;1430;385;201;48;86;133;205;249;242;239;223;522
tt0822847;81194;15122;6372;3783;9718;20145;27972;20474;10437;5388;2856;2825
tt0824758;9617;5444;1159;1430;3725;5899;3095;1035;371;171;113;162
tt0825282;97;9;9;4;19;33;31;10;6;4;2;4
tt0825283;1717;1200;451;63;128;179;293;473;567;555;530;747
tt0826593;483;100;54;11;9;20;36;72;102;117;88;160
tt0826751;182;88;67;4;4;14;12;18;26;29;30;104
tt0828103;1003;147;100;18;31;78;178;279;259;145;99;92
tt0829150;107127;27375;14183;8658;21710;40614;37846;19526;8770;4304;2453;9892
tt0829176;5342;600;407;80;138;297;494;885;1150;1137;1007;1290
tt0829251;847;226;73;35;77;162;263;252;159;69;65;53
tt0830538;311;52;82;16;19;14;16;20;24;52;55;117
tt0831279;748;54;116;25;31;43;59;71;94;98;124;209
tt0831280;526;663;368;107;162;180;180;116;72;34;46;62
tt0831387;255159;31213;26049;21343;54612;91770;79041;41572;19817;10611;6283;8958
tt0832318;1102;447;329;79;134;200;293;284;176;88;63;123
tt0834001;101454;20214;12068;8712;22442;42186;32859;14340;5805;2750;1470;1806
tt0835418;5845;1452;423;123;366;863;1585;1918;1223;745;439;529
tt0835775;505;97;53;12;28;60;121;138;113;82;47;67
tt0835802;504;254;128;48;82;132;169;154;91;53;79;80
tt0837156;4477;744;627;322;826;1516;1403;763;375;251;175;309
tt0837559;142;65;108;30;5;5;7;10;9;14;18;35
tt0837562;115890;49328;23934;19369;47152;65030;32586;12250;4473;2007;1069;1525
tt0837795;286;56;40;9;22;28;44;69;60;46;26;39
tt0838232;28747;4798;2784;1293;3136;6610;9471;7413;3834;2106;1378;2090
tt0838241;725;116;350;45;106;152;135;72;31;27;15;49
tt0838247;23972;6837;1844;1329;3440;7279;9022;5816;2973;1477;808;986
tt0839742;1347;188;437;228;391;399;225;83;27;11;12;50
tt0839856;196;37;34;7;16;20;29;41;30;22;23;36
tt0840361;244301;33732;26304;45669;114893;93806;31298;9589;3256;1529;901;1679
tt0842926;71152;34841;5826;9998;29868;41282;20038;7252;2841;1540;1036;2057
tt0843358;971;337;127;158;276;406;244;121;67;26;21;35
tt0843852;251;29;56;15;15;17;12;35;49;33;28;57
tt0843876;98;24;55;30;18;5;2;1;2;3;2;12
tt0844471;114163;38333;13259;14399;39640;65175;35339;13329;4791;2136;1149;1557
tt0844479;37682;8072;4400;3257;8088;13732;11706;5878;2858;1680;1146;1325
tt0844708;53666;14762;5695;4707;13062;23468;17834;8079;3452;1754;1091;1719
tt0844866;184;43;38;16;7;11;15;21;50;35;18;48
tt0844993;7146;2512;781;223;511;1102;1873;2350;1714;1200;774;999
tt0846004;378;23;62;17;20;40;46;48;61;49;35;62
tt0847180;234;12;34;5;9;8;26;30;42;38;36;56
tt0847215;348;45;44;9;5;9;9;17;19;50;53;210
tt0847221;280;23;99;19;29;35;44;29;17;16;12;40
tt0847825;1149;210;73;31;86;168;261;290;244;147;94;124
tt0848228;758139;166647;285692;264197;314609;190211;77066;31317;13482;7821;5438;17071
tt0848537;56176;22902;7995;6248;16146;29113;21941;8722;3104;1424;668;1117
tt0848554;492;123;78;21;30;48;71;85;106;92;84;155
tt0850648;332;58;83;14;30;49;41;63;36;43;26;60
tt0850677;1236;925;235;65;110;236;297;403;393;270;220;344
tt0850709;129;30;45;8;12;9;21;22;11;14;13;28
tt0851471;315;56;95;14;15;14;23;30;30;45;44;160
tt0851515;1391;154;171;273;499;506;194;56;33;30;15;44
tt0851530;3015;950;231;127;358;830;1221;910;427;188;104;115
tt0856796;113;13;9;10;13;23;38;20;6;8;4;6
tt0857190;14416;1277;805;678;2157;4609;4732;2525;1209;586;369;598
tt0857275;1617;411;249;98;256;516;544;316;119;64;42;68
tt0858411;1647;270;175;29;39;82;126;224;241;369;383;506
tt0859635;14984;1512;1843;981;2559;4663;4906;3011;1471;828;522;705
tt0860906;10582;1003;2866;3028;4417;2194;820;380;199;99;85;244
tt0860907;6096;582;1060;807;1781;2346;1287;630;312;190;85;176
tt0862467;41114;4056;3658;3592;7760;10526;9351;6412;3916;2720;2064;3047
tt0862748;842;168;273;44;83;168;303;229;116;49;47;59
tt0862930;151;74;91;32;53;61;42;26;9;5;1;19
tt0864835;34989;10533;5880;4108;10892;17905;11213;4636;1778;812;424;822
tt0865559;8331;6709;1514;821;1865;3320;4215;2762;1377;775;440;511
tt0865560;977;98;151;77;110;144;187;225;145;100;64;114
tt0865561;299;204;94;36;43;59;78;93;78;53;28;35
tt0870157;181;71;118;0;2;7;7;11;12;19;23;76
tt0870937;1931;573;199;40;95;174;300;485;602;408;263;242
tt0870984;73257;18111;10309;12312;20452;22561;15797;9591;5611;3831;3050;5602
tt0871893;127;10;11;8;14;24;14;28;19;9;19;17
tt0872230;12480;4096;1235;508;1053;1870;2997;3567;2860;1885;1397;1464
tt0873886;46643;6365;3986;3445;8789;13782;12477;7430;4094;2300;1504;2199
tt0874271;1719;871;260;88;208;433;657;636;335;173;93;91
tt0875034;22541;13318;2817;2069;4253;7577;8905;6812;3604;1962;1283;1881
tt0875613;284;77;70;4;9;8;10;18;29;45;77;136
tt0878654;566;273;223;237;170;45;18;28;19;30;36;71
tt0878804;165847;56456;38871;45402;87000;61156;22789;8621;3626;1909;1183;2548
tt0878814;833;316;122;45;61;118;185;214;182;115;70;257
tt0878835;7306;2257;476;590;1934;3194;2359;1066;486;251;148;206
tt0879403;92;20;27;4;13;12;21;12;13;13;9;10
tt0879870;31607;35154;5671;3909;8550;14666;17483;13130;6805;3898;2549;3706
tt0880569;134;116;95;7;17;10;18;21;21;22;21;51
tt0880570;1006;97;84;22;26;75;173;275;218;155;95;108
tt0881320;39100;6747;2982;2027;5316;10819;12984;8410;4089;2227;1274;1578
tt0881891;20433;12167;1941;751;1898;3976;6646;7998;5900;3749;2529;2885
tt0882789;345;43;30;14;52;80;104;61;31;20;11;33
tt0882806;186;18;26;3;12;11;12;21;33;25;33;47
tt0882977;59106;7467;5931;3142;9912;24433;21864;8742;2835;1146;548;838
tt0884214;719;212;59;10;43;70;128;180;223;145;100;100
tt0884227;82;76;53;9;12;18;29;21;11;10;8;19
tt0884726;2344;1158;1205;972;382;408;602;555;360;255;206;457
